SURVYEAR	LEAID	FIPST	STID	NAME	PHONE	MSTREE	MCITY	MSTATE	MZIP	MZIP4	LSTREE	LCITY	LSTATE	LZIP	LZIP4	TYPE	UNION	CONUM	CONAME	CSA	CBSA	METMIC	ULOCAL	CDCODE	CDCODE_112	LATCOD	LONCOD	BIEA	BOUND	AMEMPUP	IAMEMPUP	AFTEPUP	IAFTEPUP	GSLO	GSHI	PKOFFRD	KGOFFRD	G01OFFRD	G02OFFRD	G03OFFRD	G04OFFRD	G05OFFRD	G06OFFRD	G07OFFRD	G08OFFRD	G09OFFRD	G10OFFRD	G11OFFRD	G12OFFRD	UGOFFRD	AGCHRT	SCH	SPECED	ELL	PKTCH	KGTCH	ELMTCH	SECTCH	UGTCH	TOTTCH	AIDES	CORSUP	ELMGUI	SECGUI	OTHGUI	TOTGUI	LIBSPE	LIBSUP	LEAADM	LEASUP	SCHADM	SCHSUP	STUSUP	OTHSUP	RACECAT	PK	AMPKM	AMPKF	ASPKM	ASPKF	HIPKM	HIPKF	BLPKM	BLPKF	WHPKM	WHPKF	HPPKM	HPPKF	TRPKM	TRPKF	KG	AMKGM	AMKGF	ASKGM	ASKGF	HIKGM	HIKGF	BLKGM	BLKGF	WHKGM	WHKGF	HPKGM	HPKGF	TRKGM	TRKGF	G01	AM01M	AM01F	AS01M	AS01F	HI01M	HI01F	BL01M	BL01F	WH01M	WH01F	HP01M	HP01F	TR01M	TR01F	G02	AM02M	AM02F	AS02M	AS02F	HI02M	HI02F	BL02M	BL02F	WH02M	WH02F	HP02M	HP02F	TR02M	TR02F	G03	AM03M	AM03F	AS03M	AS03F	HI03M	HI03F	BL03M	BL03F	WH03M	WH03F	HP03M	HP03F	TR03M	TR03F	G04	AM04M	AM04F	AS04M	AS04F	HI04M	HI04F	BL04M	BL04F	WH04M	WH04F	HP04M	HP04F	TR04M	TR04F	G05	AM05M	AM05F	AS05M	AS05F	HI05M	HI05F	BL05M	BL05F	WH05M	WH05F	HP05M	HP05F	TR05M	TR05F	G06	AM06M	AM06F	AS06M	AS06F	HI06M	HI06F	BL06M	BL06F	WH06M	WH06F	HP06M	HP06F	TR06M	TR06F	G07	AM07M	AM07F	AS07M	AS07F	HI07M	HI07F	BL07M	BL07F	WH07M	WH07F	HP07M	HP07F	TR07M	TR07F	G08	AM08M	AM08F	AS08M	AS08F	HI08M	HI08F	BL08M	BL08F	WH08M	WH08F	HP08M	HP08F	TR08M	TR08F	G09	AM09M	AM09F	AS09M	AS09F	HI09M	HI09F	BL09M	BL09F	WH09M	WH09F	HP09M	HP09F	TR09M	TR09F	G10	AM10M	AM10F	AS10M	AS10F	HI10M	HI10F	BL10M	BL10F	WH10M	WH10F	HP10M	HP10F	TR10M	TR10F	G11	AM11M	AM11F	AS11M	AS11F	HI11M	HI11F	BL11M	BL11F	WH11M	WH11F	HP11M	HP11F	TR11M	TR11F	G12	AM12M	AM12F	AS12M	AS12F	HI12M	HI12F	BL12M	BL12F	WH12M	WH12F	HP12M	HP12F	TR12M	TR12F	UG	AMUGM	AMUGF	ASUGM	ASUGF	HIUGM	HIUGF	BLUGM	BLUGF	WHUGM	WHUGF	HPUGM	HPUGF	TRUGM	TRUGF	MEMBER	AM	AMALM	AMALF	ASIAN	ASALM	ASALF	HISP	HIALM	HIALF	BLACK	BLALM	BLALF	WHITE	WHALM	WHALF	PACIFIC	HPALM	HPALF	TR	TRALM	TRALF	TOTETH
2011	0100045	01	699	WILMER HALL	3343424931	3811 OLD SHELL ROAD	MOBILE	AL	36608		3811 OLD SHELL RD	MOBILE	AL	36608		5	000	01097	MOBILE COUNTY	380	33660	1	12	0101	0101	30.697927	-88.131413	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	-2	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100046	01	705	THREE SPRINGS PAINT ROCK VALLEY	3342429700	PO BOX 20	TRENTON	AL	35774		3890 COUNTY RD 20	TRENTON	AL	35774		5	000	01071	JACKSON COUNTY	N	42460	2	42	0105	0105	34.767181	-86.176706	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	0	-2	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100060	01	104	ANDALUSIA CITY	3342223186	122 6TH AVE	ANDALUSIA	AL	36420	3152	122 6TH AVE	ANDALUSIA	AL	36420	3152	1	000	01039	COVINGTON COUNTY	N	N	0	33	0102	0102	31.310431	-86.477209	2	1	2	PS	2	PS	KG	12	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	180	14	0.00	10.00	52.33	47.66	-2.00	109.99	15.50	1.00	3.00	1.00	0.00	4.00	3.00	1.50	3.00	3.00	5.60	8.00	4.50	32.40	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	161	0	0	2	1	1	0	18	22	56	61	0	0	0	0	127	0	0	2	0	1	1	24	14	44	41	0	0	0	0	138	0	0	1	3	2	1	27	14	47	43	0	0	0	0	151	0	0	2	1	2	0	25	17	60	44	0	0	0	0	127	0	0	2	1	2	0	27	17	45	33	0	0	0	0	124	0	0	1	1	3	1	16	21	44	37	0	0	0	0	159	0	0	1	0	1	1	33	29	48	45	0	0	0	1	136	0	0	1	1	2	0	25	27	43	36	0	0	1	0	109	0	0	1	1	0	0	17	24	33	32	0	0	0	1	140	0	0	2	0	1	1	29	23	43	40	0	0	0	1	143	0	0	0	3	1	0	16	35	40	48	0	0	0	0	108	0	0	3	1	5	2	20	24	27	26	0	0	0	0	87	0	0	1	0	0	0	15	18	27	26	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1710	0	0	0	32	19	13	28	21	7	577	292	285	1069	557	512	0	0	0	4	1	3	1710
2011	0100090	01	105	ANNISTON CITY	2562315000	P O BOX 1500	ANNISTON	AL	36202	1500	4804 MCCLELLAN BLVD	ANNISTON	AL	36206	1863	1	000	01015	CALHOUN COUNTY	N	11500	1	13	0103	0103	33.708966	-85.822369	2	1	2	PS	2	PS	PK	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	9	180	13	0.00	13.00	65.00	46.00	-2.00	124.00	15.00	4.00	3.50	1.50	1.00	6.00	7.00	0.00	4.90	5.00	10.00	14.00	8.10	44.40	7	16	0	1	0	0	0	0	5	9	0	1	0	0	0	0	182	0	0	0	0	2	5	65	91	7	11	0	0	1	0	207	0	0	0	1	1	5	91	90	6	12	0	0	1	0	177	0	0	0	1	2	1	83	71	9	9	0	0	1	0	176	0	0	0	0	3	3	78	67	14	9	0	0	0	2	195	0	0	0	1	3	2	93	84	2	10	0	0	0	0	173	0	0	0	0	1	1	78	84	4	5	0	0	0	0	160	0	0	0	0	1	0	74	81	2	1	0	0	0	1	172	0	0	1	0	0	1	85	77	6	2	0	0	0	0	162	0	0	0	0	1	0	93	64	2	1	0	0	0	1	145	0	0	0	0	0	3	69	67	4	2	0	0	0	0	165	0	0	0	0	2	0	83	77	1	2	0	0	0	0	120	0	0	0	0	1	1	49	68	0	1	0	0	0	0	136	0	0	0	0	0	1	57	76	0	2	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2186	1	0	1	4	1	3	40	17	23	2009	1003	1006	125	57	68	0	0	0	7	3	4	2186
2011	0100100	01	106	ARAB CITY	2565866011	750 ARABIAN DR NE	ARAB	AL	35016	1161	750 ARABIAN DR NE	ARAB	AL	35016	1161	1	000	01095	MARSHALL COUNTY	N	10700	2	41	0104	0104	34.327836	-86.488279	2	1	2	PS	2	PS	PK	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	218	14	4.00	12.00	76.72	78.24	-2.00	170.96	16.64	0.81	1.50	2.50	0.00	4.00	4.00	3.50	0.63	1.73	9.50	10.76	11.98	57.70	7	29	0	0	0	0	0	1	0	1	16	10	0	1	0	0	177	0	0	1	0	2	1	0	0	93	78	0	0	1	1	194	0	0	0	1	2	1	0	0	93	97	0	0	0	0	165	0	0	1	1	0	1	0	0	86	75	1	0	0	0	179	0	1	0	1	2	1	0	0	86	81	0	0	3	4	179	1	0	0	1	1	3	0	0	92	81	0	0	0	0	177	0	0	1	1	0	1	1	0	86	86	1	0	0	0	197	0	1	0	0	3	2	0	1	104	86	0	0	0	0	206	1	0	0	2	2	3	0	0	107	91	0	0	0	0	218	0	0	0	0	4	1	0	1	104	108	0	0	0	0	242	2	0	0	0	0	1	0	0	116	122	1	0	0	0	208	0	4	1	0	3	3	0	1	99	97	0	0	0	0	171	0	0	1	0	1	1	1	0	85	82	0	0	0	0	184	1	0	1	2	0	0	1	1	98	80	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2526	11	5	6	15	6	9	40	20	20	8	3	5	2439	1265	1174	4	3	1	9	4	5	2526
2011	0100120	01	107	ATHENS CITY	2562336600	313 E WASHINGTON ST	ATHENS	AL	35611	2653	313 EAST WASHINGTON ST	ATHENS	AL	35611	2653	1	000	01083	LIMESTONE COUNTY	290	26620	1	32	0105	0105	34.802255	-86.967463	2	1	2	PS	2	PS	KG	12	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	7	255	203	0.00	23.00	92.00	90.00	-2.00	205.00	50.27	5.00	6.00	2.00	0.00	8.00	7.00	2.14	6.00	9.50	11.00	8.00	10.80	79.84	7	26	0	0	0	0	2	1	4	3	12	4	0	0	0	0	287	0	0	0	4	35	17	24	34	91	77	1	0	1	3	285	0	0	2	4	22	24	23	38	76	96	0	0	0	0	248	0	0	1	3	16	13	31	29	83	69	1	0	2	0	242	1	1	1	3	19	20	30	26	77	64	0	0	0	0	256	1	0	2	1	17	15	29	38	80	71	0	0	0	2	239	1	1	1	3	15	19	33	36	63	63	0	0	1	3	262	1	0	3	3	16	9	37	30	84	79	0	0	0	0	230	0	0	2	1	12	11	24	39	69	70	1	0	1	0	244	0	0	2	2	18	10	37	39	72	61	0	1	1	1	272	1	0	4	1	15	16	43	27	82	82	0	0	0	1	219	0	3	1	2	9	10	27	33	63	69	0	0	2	0	195	0	0	0	1	12	7	28	20	70	55	0	0	2	0	196	1	1	0	0	5	8	23	29	65	64	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	3201	12	6	6	47	19	28	393	213	180	814	393	421	1911	987	924	4	3	1	20	10	10	3201
2011	0100173	01	708	COMPASS ACADEMY	2515780017	101 PERRYMAN STREET	EVERGREEN	AL	36401		101 PERRYMAN ST	EVERGREEN	AL	36401		5	000	01035	CONECUH COUNTY	N	N	0	43	0102	0102	31.436051	-86.950303	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	-2	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100174	01	701	ETOWAH ACADEMY	2564949356	715 RALEY STREET	EAST GADSDEN	AL	35903		715 RALEY ST	EAST GADSDEN	AL	35903		5	000	01055	ETOWAH COUNTY	N	23460	1	13	0104	0104	34.000607	-85.971084	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	-2	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100175	01	669	POINTE ACADEMY	3344701798	414 STANTON ROAD	MOBILE	AL	36617		414 STANTON RD	MOBILE	AL	36617		5	000	01097	MOBILE COUNTY	380	33660	1	12	0101	0101	30.700420	-88.093880	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	21	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100176	01	640	ALABAMA CORRECTIONAL FACILITIES	3343654054	ROUTE 1 BOX 33	WETUMPKA	AL	36092		301 SOUTH RIPLEY ST	MONTGOMERY	AL	36104		5	000	01101	MONTGOMERY COUNTY	388	33860	1	31	0102	0103	32.374362	-86.297959	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	134	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100178	01	703	HIGDON HILL SCHOOL	2565466324	6869 5TH AVE S	BIRMINGHAM	AL	35212		6869 5TH AVE SOUTH	BIRMINGHAM	AL	35212		5	000	01073	JEFFERSON COUNTY	142	13820	1	12	0107	0107	33.548911	-86.730571	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	47	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100179	01	696	THE BRIDGE II	2565466324	3232 LAY SPRINGS ROAD	GADSDEN	AL	35901		3232 LAY SPRINGS RD	GADSDEN	AL	35901		5	000	01055	ETOWAH COUNTY	N	23460	1	41	0104	0104	34.071086	-85.980033	2	1	2	PS	2	PS	N	N	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	-2	-2	0.00	0.00	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
2011	0100180	01	109	ATTALLA CITY	2565388051	101 CASE AVE	ATTALLA	AL	35954	3404	101 CASE AVE	ATTALLA	AL	35954	3404	1	000	01055	ETOWAH COUNTY	N	23460	1	23	0104	0104	33.995443	-86.113185	2	1	2	PS	2	PS	PK	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	225	44	0.00	8.00	37.00	67.00	-2.00	112.00	8.88	1.48	2.00	1.50	0.00	3.50	3.00	0.00	3.00	4.19	4.70	3.00	6.77	50.43	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	7	7	7	10	38	40	0	0	5	2	74	0	0	0	0	7	5	7	9	16	30	0	0	0	0	81	0	0	0	0	5	3	6	8	30	29	0	0	0	0	84	0	0	0	0	3	3	10	11	31	25	0	1	0	0	94	0	0	0	0	3	5	10	18	29	29	0	0	0	0	90	0	0	0	0	3	1	6	13	33	34	0	0	0	0	112	0	0	0	0	3	5	11	12	38	43	0	0	0	0	198	0	0	0	0	6	4	13	13	89	72	0	0	0	1	186	0	0	0	0	11	6	14	10	78	67	0	0	0	0	236	0	0	0	1	7	2	11	18	90	98	0	0	5	4	194	0	0	0	0	8	8	15	7	76	80	0	0	0	0	154	0	0	1	0	1	3	16	10	66	57	0	0	0	0	139	0	0	0	0	1	2	9	6	64	57	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1758	0	0	0	2	1	1	119	65	54	280	135	145	1339	678	661	1	0	1	17	10	7	1758
